"","Leto","Regija","Vrsta","Spol","Stevilo"
"320","2008/09","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",2076
"321","2008/09","SLOVENIJA","Specialistično","Moški",216
"322","2008/09","SLOVENIJA","Specialistično","Ženske",269
"323","2008/09","SLOVENIJA","Magistrsko (prejšnje)","Moški",1993
"324","2008/09","SLOVENIJA","Magistrsko (prejšnje)","Ženske",2909
"325","2008/09","SLOVENIJA","Doktorsko (prejšnje)","Moški",719
"326","2008/09","SLOVENIJA","Doktorsko (prejšnje)","Ženske",662
"327","2008/09","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",256
"328","2008/09","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",357
"329","2008/09","Pomurska","Višje strokovno","Moški",460
"330","2008/09","Pomurska","Višje strokovno","Ženske",442
"331","2008/09","Pomurska","Visokošolsko strokovno (prejšnje)","Moški",464
"332","2008/09","Pomurska","Visokošolsko strokovno (prejšnje)","Ženske",555
"333","2008/09","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",332
"334","2008/09","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",372
"335","2008/09","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",291
"336","2008/09","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",385
"337","2008/09","Pomurska","Visokošolsko univerzitetno (prejšnje)","Moški",626
"338","2008/09","Pomurska","Visokošolsko univerzitetno (prejšnje)","Ženske",1179
"339","2008/09","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",11
"340","2008/09","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",21
"341","2008/09","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",42
"342","2008/09","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",69
"343","2008/09","Pomurska","Specialistično","Moški",11
"344","2008/09","Pomurska","Specialistično","Ženske",6
"345","2008/09","Pomurska","Magistrsko (prejšnje)","Moški",83
"346","2008/09","Pomurska","Magistrsko (prejšnje)","Ženske",130
"347","2008/09","Pomurska","Doktorsko (prejšnje)","Moški",22
"348","2008/09","Pomurska","Doktorsko (prejšnje)","Ženske",23
"349","2008/09","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",10
"350","2008/09","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",17
"351","2008/09","Podravska","Višje strokovno","Moški",1435
"352","2008/09","Podravska","Višje strokovno","Ženske",1371
"353","2008/09","Podravska","Visokošolsko strokovno (prejšnje)","Moški",1072
"354","2008/09","Podravska","Visokošolsko strokovno (prejšnje)","Ženske",1341
"355","2008/09","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",959
"356","2008/09","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1132
"357","2008/09","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",926
"358","2008/09","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1163
"359","2008/09","Podravska","Visokošolsko univerzitetno (prejšnje)","Moški",1695
"360","2008/09","Podravska","Visokošolsko univerzitetno (prejšnje)","Ženske",3133
"361","2008/09","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",17
"362","2008/09","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",46
"363","2008/09","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",151
"364","2008/09","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",281
"365","2008/09","Podravska","Specialistično","Moški",48
"366","2008/09","Podravska","Specialistično","Ženske",19
"367","2008/09","Podravska","Magistrsko (prejšnje)","Moški",244
"368","2008/09","Podravska","Magistrsko (prejšnje)","Ženske",439
"369","2008/09","Podravska","Doktorsko (prejšnje)","Moški",105
"370","2008/09","Podravska","Doktorsko (prejšnje)","Ženske",86
"371","2008/09","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",61
"372","2008/09","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",59
"373","2008/09","Koroška","Višje strokovno","Moški",419
"374","2008/09","Koroška","Višje strokovno","Ženske",399
"375","2008/09","Koroška","Visokošolsko strokovno (prejšnje)","Moški",289
"376","2008/09","Koroška","Visokošolsko strokovno (prejšnje)","Ženske",352
"377","2008/09","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",229
"378","2008/09","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",270
"379","2008/09","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",225
"380","2008/09","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",311
"381","2008/09","Koroška","Visokošolsko univerzitetno (prejšnje)","Moški",488
"382","2008/09","Koroška","Visokošolsko univerzitetno (prejšnje)","Ženske",886
"383","2008/09","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",15
"384","2008/09","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",15
"385","2008/09","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",38
"386","2008/09","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",73
"387","2008/09","Koroška","Specialistično","Moški",7
"388","2008/09","Koroška","Specialistično","Ženske",4
"389","2008/09","Koroška","Magistrsko (prejšnje)","Moški",67
"390","2008/09","Koroška","Magistrsko (prejšnje)","Ženske",104
"391","2008/09","Koroška","Doktorsko (prejšnje)","Moški",32
"392","2008/09","Koroška","Doktorsko (prejšnje)","Ženske",12
"393","2008/09","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",10
"394","2008/09","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",11
"395","2008/09","Savinjska","Višje strokovno","Moški",1277
"396","2008/09","Savinjska","Višje strokovno","Ženske",1223
"397","2008/09","Savinjska","Visokošolsko strokovno (prejšnje)","Moški",1185
"398","2008/09","Savinjska","Visokošolsko strokovno (prejšnje)","Ženske",1575
"399","2008/09","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",892
"400","2008/09","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1304
"401","2008/09","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",676
"402","2008/09","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1076
"403","2008/09","Savinjska","Visokošolsko univerzitetno (prejšnje)","Moški",1475
"404","2008/09","Savinjska","Visokošolsko univerzitetno (prejšnje)","Ženske",2773
"405","2008/09","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",28
"406","2008/09","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",49
"407","2008/09","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",154
"408","2008/09","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",381
"409","2008/09","Savinjska","Specialistično","Moški",32
"410","2008/09","Savinjska","Specialistično","Ženske",36
"411","2008/09","Savinjska","Magistrsko (prejšnje)","Moški",259
"412","2008/09","Savinjska","Magistrsko (prejšnje)","Ženske",381
"413","2008/09","Savinjska","Doktorsko (prejšnje)","Moški",87
"414","2008/09","Savinjska","Doktorsko (prejšnje)","Ženske",64
"415","2008/09","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",32
"416","2008/09","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",28
"417","2008/09","Zasavska","Višje strokovno","Moški",203
"418","2008/09","Zasavska","Višje strokovno","Ženske",175
"419","2008/09","Zasavska","Visokošolsko strokovno (prejšnje)","Moški",211
"420","2008/09","Zasavska","Visokošolsko strokovno (prejšnje)","Ženske",222
"421","2008/09","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",87
"422","2008/09","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",217
"423","2008/09","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",112
"424","2008/09","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",222
"425","2008/09","Zasavska","Visokošolsko univerzitetno (prejšnje)","Moški",226
"426","2008/09","Zasavska","Visokošolsko univerzitetno (prejšnje)","Ženske",462
"427","2008/09","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",1
"428","2008/09","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",10
"429","2008/09","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",19
"430","2008/09","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",33
"431","2008/09","Zasavska","Specialistično","Moški",6
"432","2008/09","Zasavska","Specialistično","Ženske",3
"433","2008/09","Zasavska","Magistrsko (prejšnje)","Moški",31
"434","2008/09","Zasavska","Magistrsko (prejšnje)","Ženske",53
"435","2008/09","Zasavska","Doktorsko (prejšnje)","Moški",17
"436","2008/09","Zasavska","Doktorsko (prejšnje)","Ženske",12
"437","2008/09","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",2
"438","2008/09","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",6
"439","2008/09","Posavska","Višje strokovno","Moški",310
"440","2008/09","Posavska","Višje strokovno","Ženske",228
"441","2008/09","Posavska","Visokošolsko strokovno (prejšnje)","Moški",360
"442","2008/09","Posavska","Visokošolsko strokovno (prejšnje)","Ženske",388
"443","2008/09","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",291
"444","2008/09","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",377
"445","2008/09","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",194
"446","2008/09","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",285
"447","2008/09","Posavska","Visokošolsko univerzitetno (prejšnje)","Moški",466
"448","2008/09","Posavska","Visokošolsko univerzitetno (prejšnje)","Ženske",768
"449","2008/09","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",6
"450","2008/09","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",12
"451","2008/09","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",45
"452","2008/09","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",63
"453","2008/09","Posavska","Specialistično","Moški",4
"454","2008/09","Posavska","Specialistično","Ženske",3
"455","2008/09","Posavska","Magistrsko (prejšnje)","Moški",46
"456","2008/09","Posavska","Magistrsko (prejšnje)","Ženske",76
"457","2008/09","Posavska","Doktorsko (prejšnje)","Moški",22
"458","2008/09","Posavska","Doktorsko (prejšnje)","Ženske",7
"459","2008/09","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",2
"460","2008/09","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",10
"461","2008/09","Jugovzhodna Slovenija","Višje strokovno","Moški",542
"462","2008/09","Jugovzhodna Slovenija","Višje strokovno","Ženske",507
"463","2008/09","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Moški",887
"464","2008/09","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Ženske",850
"465","2008/09","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",473
"466","2008/09","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",753
"467","2008/09","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",338
"468","2008/09","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",615
"469","2008/09","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Moški",932
"470","2008/09","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Ženske",1674
"471","2008/09","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",19
"472","2008/09","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",36
"473","2008/09","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",112
"474","2008/09","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",152
"475","2008/09","Jugovzhodna Slovenija","Specialistično","Moški",10
"476","2008/09","Jugovzhodna Slovenija","Specialistično","Ženske",17
"477","2008/09","Jugovzhodna Slovenija","Magistrsko (prejšnje)","Moški",113
"478","2008/09","Jugovzhodna Slovenija","Magistrsko (prejšnje)","Ženske",160
"479","2008/09","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Moški",36
"480","2008/09","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Ženske",21
"481","2008/09","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",11
"482","2008/09","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",12
"483","2008/09","Osrednjeslovenska","Višje strokovno","Moški",1878
"484","2008/09","Osrednjeslovenska","Višje strokovno","Ženske",1702
"485","2008/09","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Moški",2411
"486","2008/09","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Ženske",2298
"487","2008/09","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1494
"488","2008/09","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2545
"489","2008/09","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1689
"490","2008/09","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2740
"491","2008/09","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Moški",3860
"492","2008/09","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Ženske",6252
"493","2008/09","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",110
"494","2008/09","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",149
"495","2008/09","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",385
"496","2008/09","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",533
"497","2008/09","Osrednjeslovenska","Specialistično","Moški",38
"498","2008/09","Osrednjeslovenska","Specialistično","Ženske",98
"499","2008/09","Osrednjeslovenska","Magistrsko (prejšnje)","Moški",646
"500","2008/09","Osrednjeslovenska","Magistrsko (prejšnje)","Ženske",855
"501","2008/09","Osrednjeslovenska","Doktorsko (prejšnje)","Moški",208
"502","2008/09","Osrednjeslovenska","Doktorsko (prejšnje)","Ženske",238
"503","2008/09","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",68
"504","2008/09","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",124
"505","2008/09","Gorenjska","Višje strokovno","Moški",1041
"506","2008/09","Gorenjska","Višje strokovno","Ženske",825
"507","2008/09","Gorenjska","Visokošolsko strokovno (prejšnje)","Moški",919
"508","2008/09","Gorenjska","Visokošolsko strokovno (prejšnje)","Ženske",959
"509","2008/09","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",599
"510","2008/09","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1028
"511","2008/09","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",582
"512","2008/09","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1019
"513","2008/09","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Moški",1351
"514","2008/09","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Ženske",2354
"515","2008/09","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",27
"516","2008/09","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",53
"517","2008/09","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",105
"518","2008/09","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",151
"519","2008/09","Gorenjska","Specialistično","Moški",16
"520","2008/09","Gorenjska","Specialistično","Ženske",32
"521","2008/09","Gorenjska","Magistrsko (prejšnje)","Moški",209
"522","2008/09","Gorenjska","Magistrsko (prejšnje)","Ženske",235
"523","2008/09","Gorenjska","Doktorsko (prejšnje)","Moški",65
"524","2008/09","Gorenjska","Doktorsko (prejšnje)","Ženske",59
"525","2008/09","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",17
"526","2008/09","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",28
"527","2008/09","Primorsko-notranjska","Višje strokovno","Moški",243
"528","2008/09","Primorsko-notranjska","Višje strokovno","Ženske",209
"529","2008/09","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Moški",305
"530","2008/09","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Ženske",266
"531","2008/09","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",112
"532","2008/09","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",277
"533","2008/09","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",116
"534","2008/09","Primorsko-notranjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",248
"535","2008/09","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Moški",328
"536","2008/09","Primorsko-notranjska","Visokošolsko univerzitetno (prejšnje)","Ženske",590
"537","2008/09","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",3
"538","2008/09","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",11
"539","2008/09","Primorsko-notranjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",30
